Volume,SourcePlateBarcode,SourcePlateWell,DestinationPlateBarcode,DestinationPlateWell,ComponentName,dest_name
1.5,MAON-wt-dil,C2,MAON-pcr1~2,C1,11_dil,2_14&15_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,D1,11_dil,2_14&16_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,E1,11_dil,2_14&17_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,F1,11_dil,2_14&18_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,G1,11_dil,2_14&19_b
1.2,MAON-templ~2,H1,MAON-pcr1~2,H1,2_14&20_ib,2_14&20_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,A2,11_dil,2_15&16_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,B2,11_dil,2_15&17_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,C2,11_dil,2_15&18_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,D2,11_dil,2_15&19_b
1.2,MAON-templ~2,E2,MAON-pcr1~2,E2,2_15&20_ib,2_15&20_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,F2,11_dil,2_16&17_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,G2,11_dil,2_16&18_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,H2,11_dil,2_16&19_b
1.2,MAON-templ~2,A3,MAON-pcr1~2,A3,2_16&20_ib,2_16&20_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,B3,11_dil,2_17&18_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,C3,11_dil,2_17&19_b
1.2,MAON-templ~2,D3,MAON-pcr1~2,D3,2_17&20_ib,2_17&20_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,E3,11_dil,2_18&19_b
1.2,MAON-templ~2,F3,MAON-pcr1~2,F3,2_18&20_ib,2_18&20_b
1.2,MAON-templ~2,G3,MAON-pcr1~2,G3,2_19&20_ib,2_19&20_b
1.2,MAON-templ~2,H3,MAON-pcr1~2,H3,3_21&22_ib,3_21&22_b
1.2,MAON-templ~2,A4,MAON-pcr1~2,A4,3_21&23_ib,3_21&23_b
1.2,MAON-templ~2,B4,MAON-pcr1~2,B4,3_21&24_ib,3_21&24_b
1.2,MAON-templ~2,C4,MAON-pcr1~2,C4,3_21&25_ib,3_21&25_b
1.2,MAON-templ~2,D4,MAON-pcr1~2,D4,3_21&26_ib,3_21&26_b
1.5,MAON-wt-dil,E3,MAON-pcr1~2,E4,21_dil,3_22&23_b
1.5,MAON-wt-dil,E3,MAON-pcr1~2,F4,21_dil,3_22&24_b
1.5,MAON-wt-dil,E3,MAON-pcr1~2,G4,21_dil,3_22&25_b
1.5,MAON-wt-dil,E3,MAON-pcr1~2,H4,21_dil,3_22&26_b
1.5,MAON-wt-dil,E3,MAON-pcr1~2,A5,21_dil,3_23&24_b
1.5,MAON-wt-dil,E3,MAON-pcr1~2,B5,21_dil,3_23&25_b
1.5,MAON-wt-dil,E3,MAON-pcr1~2,C5,21_dil,3_23&26_b
1.5,MAON-wt-dil,E3,MAON-pcr1~2,D5,21_dil,3_24&25_b
1.5,MAON-wt-dil,E3,MAON-pcr1~2,E5,21_dil,3_24&26_b
1.5,MAON-wt-dil,E3,MAON-pcr1~2,F5,21_dil,3_25&26_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,A1,20_dil,2_13&19_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,B1,11_dil,2_13&20_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,C1,20_dil,2_14&15_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,D1,20_dil,2_14&16_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,E1,20_dil,2_14&17_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,F1,20_dil,2_14&18_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,G1,20_dil,2_14&19_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,H1,11_dil,2_14&20_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,A2,20_dil,2_15&16_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,B2,20_dil,2_15&17_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,C2,20_dil,2_15&18_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,D2,20_dil,2_15&19_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,E2,11_dil,2_15&20_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,F2,20_dil,2_16&17_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,G2,20_dil,2_16&18_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,H2,20_dil,2_16&19_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,A3,11_dil,2_16&20_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,B3,20_dil,2_17&18_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,C3,20_dil,2_17&19_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,D3,11_dil,2_17&20_b
1.5,MAON-wt-dil,D3,MAON-pcr1~2,E3,20_dil,2_18&19_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,F3,11_dil,2_18&20_b
1.5,MAON-wt-dil,C2,MAON-pcr1~2,G3,11_dil,2_19&20_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,H3,28_dil,3_21&22_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,A4,28_dil,3_21&23_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,B4,28_dil,3_21&24_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,C4,28_dil,3_21&25_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,D4,28_dil,3_21&26_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,E4,28_dil,3_22&23_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,F4,28_dil,3_22&24_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,G4,28_dil,3_22&25_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,H4,28_dil,3_22&26_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,A5,28_dil,3_23&24_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,B5,28_dil,3_23&25_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,C5,28_dil,3_23&26_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,D5,28_dil,3_24&25_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,E5,28_dil,3_24&26_b
1.5,MAON-wt-dil,D4,MAON-pcr1~2,F5,28_dil,3_25&26_b
20.8,MastermixTrough,A2,MAON-pcr1,A1,mm,1_wt_b
20.8,MastermixTrough,B2,MAON-pcr1,B1,mm,2_wt_b
20.8,MastermixTrough,C2,MAON-pcr1,C1,mm,3_wt_b
19.3,MastermixTrough,D2,MAON-pcr1,D1,mm,1_1_b
20.8,MastermixTrough,E2,MAON-pcr1,E1,mm,1_2_b
20.8,MastermixTrough,F2,MAON-pcr1,F1,mm,1_3_b
20.8,MastermixTrough,G2,MAON-pcr1,G1,mm,1_4_b
20.8,MastermixTrough,H2,MAON-pcr1,H1,mm,1_5_b
20.8,MastermixTrough,A2,MAON-pcr1,A2,mm,1_6_b
20.8,MastermixTrough,B2,MAON-pcr1,B2,mm,1_7_b
20.8,MastermixTrough,C2,MAON-pcr1,C2,mm,1_8_b
20.8,MastermixTrough,D2,MAON-pcr1,D2,mm,1_9_b
19.3,MastermixTrough,E2,MAON-pcr1,E2,mm,1_10_b
19.3,MastermixTrough,F2,MAON-pcr1,F2,mm,2_11_b
20.8,MastermixTrough,G2,MAON-pcr1,G2,mm,2_12_b
20.8,MastermixTrough,H2,MAON-pcr1,H2,mm,2_13_b
20.8,MastermixTrough,A2,MAON-pcr1,A3,mm,2_14_b
20.8,MastermixTrough,B2,MAON-pcr1,B3,mm,2_15_b
20.8,MastermixTrough,C2,MAON-pcr1,C3,mm,2_16_b
20.8,MastermixTrough,D2,MAON-pcr1,D3,mm,2_17_b
20.8,MastermixTrough,E2,MAON-pcr1,E3,mm,2_18_b
20.8,MastermixTrough,F2,MAON-pcr1,F3,mm,2_19_b
19.3,MastermixTrough,G2,MAON-pcr1,G3,mm,2_20_b
19.3,MastermixTrough,H2,MAON-pcr1,H3,mm,3_21_b
20.8,MastermixTrough,A2,MAON-pcr1,A4,mm,3_22_b
20.8,MastermixTrough,B2,MAON-pcr1,B4,mm,3_23_b
20.8,MastermixTrough,C2,MAON-pcr1,C4,mm,3_24_b
20.8,MastermixTrough,D2,MAON-pcr1,D4,mm,3_25_b
20.8,MastermixTrough,E2,MAON-pcr1,E4,mm,3_26_b
19.3,MastermixTrough,F2,MAON-pcr1,F4,mm,1_1&2_b
19.3,MastermixTrough,G2,MAON-pcr1,G4,mm,1_1&3_b
19.3,MastermixTrough,H2,MAON-pcr1,H4,mm,1_1&4_b
19.3,MastermixTrough,A2,MAON-pcr1,A5,mm,1_1&5_b
19.3,MastermixTrough,B2,MAON-pcr1,B5,mm,1_1&6_b
19.3,MastermixTrough,C2,MAON-pcr1,C5,mm,1_1&7_b
19.3,MastermixTrough,D2,MAON-pcr1,D5,mm,1_1&8_b
19.3,MastermixTrough,E2,MAON-pcr1,E5,mm,1_1&9_b
17.8,MastermixTrough,F2,MAON-pcr1,F5,mm,1_1&10_b
20.8,MastermixTrough,G2,MAON-pcr1,G5,mm,1_2&3_b
20.8,MastermixTrough,H2,MAON-pcr1,H5,mm,1_2&4_b
20.8,MastermixTrough,A2,MAON-pcr1,A6,mm,1_2&5_b
20.8,MastermixTrough,B2,MAON-pcr1,B6,mm,1_2&6_b
20.8,MastermixTrough,C2,MAON-pcr1,C6,mm,1_2&7_b
20.8,MastermixTrough,D2,MAON-pcr1,D6,mm,1_2&8_b
20.8,MastermixTrough,E2,MAON-pcr1,E6,mm,1_2&9_b
19.3,MastermixTrough,F2,MAON-pcr1,F6,mm,1_2&10_b
20.8,MastermixTrough,G2,MAON-pcr1,G6,mm,1_3&4_b
20.8,MastermixTrough,H2,MAON-pcr1,H6,mm,1_3&5_b
20.8,MastermixTrough,A2,MAON-pcr1,A7,mm,1_3&6_b
20.8,MastermixTrough,B2,MAON-pcr1,B7,mm,1_3&7_b
20.8,MastermixTrough,C2,MAON-pcr1,C7,mm,1_3&8_b
20.8,MastermixTrough,D2,MAON-pcr1,D7,mm,1_3&9_b
19.3,MastermixTrough,E2,MAON-pcr1,E7,mm,1_3&10_b
20.8,MastermixTrough,F2,MAON-pcr1,F7,mm,1_4&5_b
20.8,MastermixTrough,G2,MAON-pcr1,G7,mm,1_4&6_b
20.8,MastermixTrough,H2,MAON-pcr1,H7,mm,1_4&7_b
20.8,MastermixTrough,A2,MAON-pcr1,A8,mm,1_4&8_b
20.8,MastermixTrough,B2,MAON-pcr1,B8,mm,1_4&9_b
19.3,MastermixTrough,C2,MAON-pcr1,C8,mm,1_4&10_b
20.8,MastermixTrough,D2,MAON-pcr1,D8,mm,1_5&6_b
20.8,MastermixTrough,E2,MAON-pcr1,E8,mm,1_5&7_b
20.8,MastermixTrough,F2,MAON-pcr1,F8,mm,1_5&8_b
20.8,MastermixTrough,G2,MAON-pcr1,G8,mm,1_5&9_b
19.3,MastermixTrough,H2,MAON-pcr1,H8,mm,1_5&10_b
20.8,MastermixTrough,A2,MAON-pcr1,A9,mm,1_6&7_b
20.8,MastermixTrough,B2,MAON-pcr1,B9,mm,1_6&8_b
20.8,MastermixTrough,C2,MAON-pcr1,C9,mm,1_6&9_b
19.3,MastermixTrough,D2,MAON-pcr1,D9,mm,1_6&10_b
20.8,MastermixTrough,E2,MAON-pcr1,E9,mm,1_7&8_b
20.8,MastermixTrough,F2,MAON-pcr1,F9,mm,1_7&9_b
19.3,MastermixTrough,G2,MAON-pcr1,G9,mm,1_7&10_b
20.8,MastermixTrough,H2,MAON-pcr1,H9,mm,1_8&9_b
19.3,MastermixTrough,A2,MAON-pcr1,A10,mm,1_8&10_b
19.3,MastermixTrough,B2,MAON-pcr1,B10,mm,1_9&10_b
19.3,MastermixTrough,C2,MAON-pcr1,C10,mm,2_11&12_b
19.3,MastermixTrough,D2,MAON-pcr1,D10,mm,2_11&13_b
19.3,MastermixTrough,E2,MAON-pcr1,E10,mm,2_11&14_b
19.3,MastermixTrough,F2,MAON-pcr1,F10,mm,2_11&15_b
19.3,MastermixTrough,G2,MAON-pcr1,G10,mm,2_11&16_b
19.3,MastermixTrough,H2,MAON-pcr1,H10,mm,2_11&17_b
19.3,MastermixTrough,A2,MAON-pcr1,A11,mm,2_11&18_b
19.3,MastermixTrough,B2,MAON-pcr1,B11,mm,2_11&19_b
17.8,MastermixTrough,C2,MAON-pcr1,C11,mm,2_11&20_b
20.8,MastermixTrough,D2,MAON-pcr1,D11,mm,2_12&13_b
20.8,MastermixTrough,E2,MAON-pcr1,E11,mm,2_12&14_b
20.8,MastermixTrough,F2,MAON-pcr1,F11,mm,2_12&15_b
20.8,MastermixTrough,G2,MAON-pcr1,G11,mm,2_12&16_b
20.8,MastermixTrough,H2,MAON-pcr1,H11,mm,2_12&17_b
20.8,MastermixTrough,A2,MAON-pcr1,A12,mm,2_12&18_b
20.8,MastermixTrough,B2,MAON-pcr1,B12,mm,2_12&19_b
19.3,MastermixTrough,C2,MAON-pcr1,C12,mm,2_12&20_b
20.8,MastermixTrough,D2,MAON-pcr1,D12,mm,2_13&14_b
20.8,MastermixTrough,E2,MAON-pcr1,E12,mm,2_13&15_b
20.8,MastermixTrough,F2,MAON-pcr1,F12,mm,2_13&16_b
20.8,MastermixTrough,G2,MAON-pcr1,G12,mm,2_13&17_b
20.8,MastermixTrough,H2,MAON-pcr1,H12,mm,2_13&18_b
1.2,MAON-templ,A1,MAON-pcr1,A1,1_wt_ib,1_wt_b
1.2,MAON-templ,B1,MAON-pcr1,B1,2_wt_ib,2_wt_b
1.2,MAON-templ,C1,MAON-pcr1,C1,3_wt_ib,3_wt_b
3.0,MAON-mut-pl,A1,MAON-pcr1,D1,1m,1_1_b
1.2,MAON-templ,E1,MAON-pcr1,E1,1_2_ib,1_2_b
1.2,MAON-templ,F1,MAON-pcr1,F1,1_3_ib,1_3_b
1.2,MAON-templ,G1,MAON-pcr1,G1,1_4_ib,1_4_b
1.2,MAON-templ,H1,MAON-pcr1,H1,1_5_ib,1_5_b
1.2,MAON-templ,A2,MAON-pcr1,A2,1_6_ib,1_6_b
1.2,MAON-templ,B2,MAON-pcr1,B2,1_7_ib,1_7_b
1.2,MAON-templ,C2,MAON-pcr1,C2,1_8_ib,1_8_b
1.2,MAON-templ,D2,MAON-pcr1,D2,1_9_ib,1_9_b
3.0,MAON-mut-pl,B2,MAON-pcr1,E2,10m,1_10_b
3.0,MAON-mut-pl,C2,MAON-pcr1,F2,11m,2_11_b
1.2,MAON-templ,G2,MAON-pcr1,G2,2_12_ib,2_12_b
1.2,MAON-templ,H2,MAON-pcr1,H2,2_13_ib,2_13_b
1.2,MAON-templ,A3,MAON-pcr1,A3,2_14_ib,2_14_b
1.2,MAON-templ,B3,MAON-pcr1,B3,2_15_ib,2_15_b
1.2,MAON-templ,C3,MAON-pcr1,C3,2_16_ib,2_16_b
1.2,MAON-templ,D3,MAON-pcr1,D3,2_17_ib,2_17_b
1.2,MAON-templ,E3,MAON-pcr1,E3,2_18_ib,2_18_b
1.2,MAON-templ,F3,MAON-pcr1,F3,2_19_ib,2_19_b
3.0,MAON-mut-pl,D3,MAON-pcr1,G3,20m,2_20_b
3.0,MAON-mut-pl,E3,MAON-pcr1,H3,21m,3_21_b
1.2,MAON-templ,A4,MAON-pcr1,A4,3_22_ib,3_22_b
1.2,MAON-templ,B4,MAON-pcr1,B4,3_23_ib,3_23_b
1.2,MAON-templ,C4,MAON-pcr1,C4,3_24_ib,3_24_b
1.2,MAON-templ,D4,MAON-pcr1,D4,3_25_ib,3_25_b
1.2,MAON-templ,E4,MAON-pcr1,E4,3_26_ib,3_26_b
3.0,MAON-mut-pl,A1,MAON-pcr1,F4,1m,1_1&2_b
3.0,MAON-mut-pl,A1,MAON-pcr1,G4,1m,1_1&3_b
3.0,MAON-mut-pl,A1,MAON-pcr1,H4,1m,1_1&4_b
3.0,MAON-mut-pl,A1,MAON-pcr1,A5,1m,1_1&5_b
3.0,MAON-mut-pl,A1,MAON-pcr1,B5,1m,1_1&6_b
3.0,MAON-mut-pl,A1,MAON-pcr1,C5,1m,1_1&7_b
3.0,MAON-mut-pl,A1,MAON-pcr1,D5,1m,1_1&8_b
3.0,MAON-mut-pl,A1,MAON-pcr1,E5,1m,1_1&9_b
3.0,MAON-mut-pl,A1,MAON-pcr1,F5,1m,1_1&10_b
1.2,MAON-templ,G5,MAON-pcr1,G5,1_2&3_ib,1_2&3_b
1.2,MAON-templ,H5,MAON-pcr1,H5,1_2&4_ib,1_2&4_b
1.2,MAON-templ,A6,MAON-pcr1,A6,1_2&5_ib,1_2&5_b
1.2,MAON-templ,B6,MAON-pcr1,B6,1_2&6_ib,1_2&6_b
1.2,MAON-templ,C6,MAON-pcr1,C6,1_2&7_ib,1_2&7_b
1.2,MAON-templ,D6,MAON-pcr1,D6,1_2&8_ib,1_2&8_b
1.2,MAON-templ,E6,MAON-pcr1,E6,1_2&9_ib,1_2&9_b
3.0,MAON-mut-pl,B2,MAON-pcr1,F6,10m,1_2&10_b
1.2,MAON-templ,G6,MAON-pcr1,G6,1_3&4_ib,1_3&4_b
1.2,MAON-templ,H6,MAON-pcr1,H6,1_3&5_ib,1_3&5_b
1.2,MAON-templ,A7,MAON-pcr1,A7,1_3&6_ib,1_3&6_b
1.2,MAON-templ,B7,MAON-pcr1,B7,1_3&7_ib,1_3&7_b
1.2,MAON-templ,C7,MAON-pcr1,C7,1_3&8_ib,1_3&8_b
1.2,MAON-templ,D7,MAON-pcr1,D7,1_3&9_ib,1_3&9_b
3.0,MAON-mut-pl,B2,MAON-pcr1,E7,10m,1_3&10_b
1.2,MAON-templ,F7,MAON-pcr1,F7,1_4&5_ib,1_4&5_b
1.2,MAON-templ,G7,MAON-pcr1,G7,1_4&6_ib,1_4&6_b
1.2,MAON-templ,H7,MAON-pcr1,H7,1_4&7_ib,1_4&7_b
1.2,MAON-templ,A8,MAON-pcr1,A8,1_4&8_ib,1_4&8_b
1.2,MAON-templ,B8,MAON-pcr1,B8,1_4&9_ib,1_4&9_b
3.0,MAON-mut-pl,B2,MAON-pcr1,C8,10m,1_4&10_b
1.2,MAON-templ,D8,MAON-pcr1,D8,1_5&6_ib,1_5&6_b
1.2,MAON-templ,E8,MAON-pcr1,E8,1_5&7_ib,1_5&7_b
1.2,MAON-templ,F8,MAON-pcr1,F8,1_5&8_ib,1_5&8_b
1.2,MAON-templ,G8,MAON-pcr1,G8,1_5&9_ib,1_5&9_b
3.0,MAON-mut-pl,B2,MAON-pcr1,H8,10m,1_5&10_b
1.2,MAON-templ,A9,MAON-pcr1,A9,1_6&7_ib,1_6&7_b
1.2,MAON-templ,B9,MAON-pcr1,B9,1_6&8_ib,1_6&8_b
1.2,MAON-templ,C9,MAON-pcr1,C9,1_6&9_ib,1_6&9_b
3.0,MAON-mut-pl,B2,MAON-pcr1,D9,10m,1_6&10_b
1.2,MAON-templ,E9,MAON-pcr1,E9,1_7&8_ib,1_7&8_b
1.2,MAON-templ,F9,MAON-pcr1,F9,1_7&9_ib,1_7&9_b
3.0,MAON-mut-pl,B2,MAON-pcr1,G9,10m,1_7&10_b
1.2,MAON-templ,H9,MAON-pcr1,H9,1_8&9_ib,1_8&9_b
3.0,MAON-mut-pl,B2,MAON-pcr1,A10,10m,1_8&10_b
3.0,MAON-mut-pl,B2,MAON-pcr1,B10,10m,1_9&10_b
3.0,MAON-mut-pl,C2,MAON-pcr1,C10,11m,2_11&12_b
3.0,MAON-mut-pl,C2,MAON-pcr1,D10,11m,2_11&13_b
3.0,MAON-mut-pl,C2,MAON-pcr1,E10,11m,2_11&14_b
3.0,MAON-mut-pl,C2,MAON-pcr1,F10,11m,2_11&15_b
3.0,MAON-mut-pl,C2,MAON-pcr1,G10,11m,2_11&16_b
3.0,MAON-mut-pl,C2,MAON-pcr1,H10,11m,2_11&17_b
3.0,MAON-mut-pl,C2,MAON-pcr1,A11,11m,2_11&18_b
3.0,MAON-mut-pl,C2,MAON-pcr1,B11,11m,2_11&19_b
3.0,MAON-mut-pl,C2,MAON-pcr1,C11,11m,2_11&20_b
1.2,MAON-templ,D11,MAON-pcr1,D11,2_12&13_ib,2_12&13_b
1.2,MAON-templ,E11,MAON-pcr1,E11,2_12&14_ib,2_12&14_b
1.2,MAON-templ,F11,MAON-pcr1,F11,2_12&15_ib,2_12&15_b
1.2,MAON-templ,G11,MAON-pcr1,G11,2_12&16_ib,2_12&16_b
1.2,MAON-templ,H11,MAON-pcr1,H11,2_12&17_ib,2_12&17_b
1.2,MAON-templ,A12,MAON-pcr1,A12,2_12&18_ib,2_12&18_b
