Volume,SourcePlateBarcode,SourcePlateWell,DestinationPlateBarcode,DestinationPlateWell,ComponentName,dest_name
1.2,MAON-templ,B12,MAON-pcr1,B12,2_12&19_ib,2_12&19_b
3.0,MAON-mut-pl,D3,MAON-pcr1,C12,20m,2_12&20_b
1.2,MAON-templ,D12,MAON-pcr1,D12,2_13&14_ib,2_13&14_b
1.2,MAON-templ,E12,MAON-pcr1,E12,2_13&15_ib,2_13&15_b
1.2,MAON-templ,F12,MAON-pcr1,F12,2_13&16_ib,2_13&16_b
1.2,MAON-templ,G12,MAON-pcr1,G12,2_13&17_ib,2_13&17_b
1.2,MAON-templ,H12,MAON-pcr1,H12,2_13&18_ib,2_13&18_b
1.5,MAON-wt-dil,A1,MAON-pcr1,A1,1_dil,1_wt_b
1.5,MAON-wt-dil,C2,MAON-pcr1,B1,11_dil,2_wt_b
1.5,MAON-wt-dil,E3,MAON-pcr1,C1,21_dil,3_wt_b
1.2,MAON-templ,D1,MAON-pcr1,D1,1_1_ib,1_1_b
1.5,MAON-wt-dil,A1,MAON-pcr1,E1,1_dil,1_2_b
1.5,MAON-wt-dil,A1,MAON-pcr1,F1,1_dil,1_3_b
1.5,MAON-wt-dil,A1,MAON-pcr1,G1,1_dil,1_4_b
1.5,MAON-wt-dil,A1,MAON-pcr1,H1,1_dil,1_5_b
1.5,MAON-wt-dil,A1,MAON-pcr1,A2,1_dil,1_6_b
1.5,MAON-wt-dil,A1,MAON-pcr1,B2,1_dil,1_7_b
1.5,MAON-wt-dil,A1,MAON-pcr1,C2,1_dil,1_8_b
1.5,MAON-wt-dil,A1,MAON-pcr1,D2,1_dil,1_9_b
1.2,MAON-templ,E2,MAON-pcr1,E2,1_10_ib,1_10_b
1.2,MAON-templ,F2,MAON-pcr1,F2,2_11_ib,2_11_b
1.5,MAON-wt-dil,C2,MAON-pcr1,G2,11_dil,2_12_b
1.5,MAON-wt-dil,C2,MAON-pcr1,H2,11_dil,2_13_b
1.5,MAON-wt-dil,C2,MAON-pcr1,A3,11_dil,2_14_b
1.5,MAON-wt-dil,C2,MAON-pcr1,B3,11_dil,2_15_b
1.5,MAON-wt-dil,C2,MAON-pcr1,C3,11_dil,2_16_b
1.5,MAON-wt-dil,C2,MAON-pcr1,D3,11_dil,2_17_b
1.5,MAON-wt-dil,C2,MAON-pcr1,E3,11_dil,2_18_b
1.5,MAON-wt-dil,C2,MAON-pcr1,F3,11_dil,2_19_b
1.2,MAON-templ,G3,MAON-pcr1,G3,2_20_ib,2_20_b
1.2,MAON-templ,H3,MAON-pcr1,H3,3_21_ib,3_21_b
1.5,MAON-wt-dil,E3,MAON-pcr1,A4,21_dil,3_22_b
1.5,MAON-wt-dil,E3,MAON-pcr1,B4,21_dil,3_23_b
1.5,MAON-wt-dil,E3,MAON-pcr1,C4,21_dil,3_24_b
1.5,MAON-wt-dil,E3,MAON-pcr1,D4,21_dil,3_25_b
1.5,MAON-wt-dil,E3,MAON-pcr1,E4,21_dil,3_26_b
1.2,MAON-templ,F4,MAON-pcr1,F4,1_1&2_ib,1_1&2_b
1.2,MAON-templ,G4,MAON-pcr1,G4,1_1&3_ib,1_1&3_b
1.2,MAON-templ,H4,MAON-pcr1,H4,1_1&4_ib,1_1&4_b
1.2,MAON-templ,A5,MAON-pcr1,A5,1_1&5_ib,1_1&5_b
1.2,MAON-templ,B5,MAON-pcr1,B5,1_1&6_ib,1_1&6_b
1.2,MAON-templ,C5,MAON-pcr1,C5,1_1&7_ib,1_1&7_b
1.2,MAON-templ,D5,MAON-pcr1,D5,1_1&8_ib,1_1&8_b
1.2,MAON-templ,E5,MAON-pcr1,E5,1_1&9_ib,1_1&9_b
3.0,MAON-mut-pl,B2,MAON-pcr1,F5,10m,1_1&10_b
1.5,MAON-wt-dil,A1,MAON-pcr1,G5,1_dil,1_2&3_b
1.5,MAON-wt-dil,A1,MAON-pcr1,H5,1_dil,1_2&4_b
1.5,MAON-wt-dil,A1,MAON-pcr1,A6,1_dil,1_2&5_b
1.5,MAON-wt-dil,A1,MAON-pcr1,B6,1_dil,1_2&6_b
1.5,MAON-wt-dil,A1,MAON-pcr1,C6,1_dil,1_2&7_b
1.5,MAON-wt-dil,A1,MAON-pcr1,D6,1_dil,1_2&8_b
1.5,MAON-wt-dil,A1,MAON-pcr1,E6,1_dil,1_2&9_b
1.2,MAON-templ,F6,MAON-pcr1,F6,1_2&10_ib,1_2&10_b
1.5,MAON-wt-dil,A1,MAON-pcr1,G6,1_dil,1_3&4_b
1.5,MAON-wt-dil,A1,MAON-pcr1,H6,1_dil,1_3&5_b
1.5,MAON-wt-dil,A1,MAON-pcr1,A7,1_dil,1_3&6_b
1.5,MAON-wt-dil,A1,MAON-pcr1,B7,1_dil,1_3&7_b
1.5,MAON-wt-dil,A1,MAON-pcr1,C7,1_dil,1_3&8_b
1.5,MAON-wt-dil,A1,MAON-pcr1,D7,1_dil,1_3&9_b
1.2,MAON-templ,E7,MAON-pcr1,E7,1_3&10_ib,1_3&10_b
1.5,MAON-wt-dil,A1,MAON-pcr1,F7,1_dil,1_4&5_b
1.5,MAON-wt-dil,A1,MAON-pcr1,G7,1_dil,1_4&6_b
1.5,MAON-wt-dil,A1,MAON-pcr1,H7,1_dil,1_4&7_b
1.5,MAON-wt-dil,A1,MAON-pcr1,A8,1_dil,1_4&8_b
1.5,MAON-wt-dil,A1,MAON-pcr1,B8,1_dil,1_4&9_b
1.2,MAON-templ,C8,MAON-pcr1,C8,1_4&10_ib,1_4&10_b
1.5,MAON-wt-dil,A1,MAON-pcr1,D8,1_dil,1_5&6_b
1.5,MAON-wt-dil,A1,MAON-pcr1,E8,1_dil,1_5&7_b
1.5,MAON-wt-dil,A1,MAON-pcr1,F8,1_dil,1_5&8_b
1.5,MAON-wt-dil,A1,MAON-pcr1,G8,1_dil,1_5&9_b
1.2,MAON-templ,H8,MAON-pcr1,H8,1_5&10_ib,1_5&10_b
1.5,MAON-wt-dil,A1,MAON-pcr1,A9,1_dil,1_6&7_b
1.5,MAON-wt-dil,A1,MAON-pcr1,B9,1_dil,1_6&8_b
1.5,MAON-wt-dil,A1,MAON-pcr1,C9,1_dil,1_6&9_b
1.2,MAON-templ,D9,MAON-pcr1,D9,1_6&10_ib,1_6&10_b
1.5,MAON-wt-dil,A1,MAON-pcr1,E9,1_dil,1_7&8_b
1.5,MAON-wt-dil,A1,MAON-pcr1,F9,1_dil,1_7&9_b
1.2,MAON-templ,G9,MAON-pcr1,G9,1_7&10_ib,1_7&10_b
1.5,MAON-wt-dil,A1,MAON-pcr1,H9,1_dil,1_8&9_b
1.2,MAON-templ,A10,MAON-pcr1,A10,1_8&10_ib,1_8&10_b
1.2,MAON-templ,B10,MAON-pcr1,B10,1_9&10_ib,1_9&10_b
1.2,MAON-templ,C10,MAON-pcr1,C10,2_11&12_ib,2_11&12_b
1.2,MAON-templ,D10,MAON-pcr1,D10,2_11&13_ib,2_11&13_b
1.2,MAON-templ,E10,MAON-pcr1,E10,2_11&14_ib,2_11&14_b
1.2,MAON-templ,F10,MAON-pcr1,F10,2_11&15_ib,2_11&15_b
1.2,MAON-templ,G10,MAON-pcr1,G10,2_11&16_ib,2_11&16_b
1.2,MAON-templ,H10,MAON-pcr1,H10,2_11&17_ib,2_11&17_b
1.2,MAON-templ,A11,MAON-pcr1,A11,2_11&18_ib,2_11&18_b
1.2,MAON-templ,B11,MAON-pcr1,B11,2_11&19_ib,2_11&19_b
3.0,MAON-mut-pl,D3,MAON-pcr1,C11,20m,2_11&20_b
1.5,MAON-wt-dil,C2,MAON-pcr1,D11,11_dil,2_12&13_b
1.5,MAON-wt-dil,C2,MAON-pcr1,E11,11_dil,2_12&14_b
1.5,MAON-wt-dil,C2,MAON-pcr1,F11,11_dil,2_12&15_b
1.5,MAON-wt-dil,C2,MAON-pcr1,G11,11_dil,2_12&16_b
1.5,MAON-wt-dil,C2,MAON-pcr1,H11,11_dil,2_12&17_b
1.5,MAON-wt-dil,C2,MAON-pcr1,A12,11_dil,2_12&18_b
1.5,MAON-wt-dil,C2,MAON-pcr1,B12,11_dil,2_12&19_b
1.2,MAON-templ,C12,MAON-pcr1,C12,2_12&20_ib,2_12&20_b
1.5,MAON-wt-dil,C2,MAON-pcr1,D12,11_dil,2_13&14_b
1.5,MAON-wt-dil,C2,MAON-pcr1,E12,11_dil,2_13&15_b
1.5,MAON-wt-dil,C2,MAON-pcr1,F12,11_dil,2_13&16_b
1.5,MAON-wt-dil,C2,MAON-pcr1,G12,11_dil,2_13&17_b
1.5,MAON-wt-dil,C2,MAON-pcr1,H12,11_dil,2_13&18_b
1.5,MAON-wt-dil,B2,MAON-pcr1,A1,10_dil,1_wt_b
1.5,MAON-wt-dil,D3,MAON-pcr1,B1,20_dil,2_wt_b
1.5,MAON-wt-dil,D4,MAON-pcr1,C1,28_dil,3_wt_b
1.5,MAON-wt-dil,B2,MAON-pcr1,D1,10_dil,1_1_b
1.5,MAON-wt-dil,B2,MAON-pcr1,E1,10_dil,1_2_b
1.5,MAON-wt-dil,B2,MAON-pcr1,F1,10_dil,1_3_b
1.5,MAON-wt-dil,B2,MAON-pcr1,G1,10_dil,1_4_b
1.5,MAON-wt-dil,B2,MAON-pcr1,H1,10_dil,1_5_b
1.5,MAON-wt-dil,B2,MAON-pcr1,A2,10_dil,1_6_b
1.5,MAON-wt-dil,B2,MAON-pcr1,B2,10_dil,1_7_b
1.5,MAON-wt-dil,B2,MAON-pcr1,C2,10_dil,1_8_b
1.5,MAON-wt-dil,B2,MAON-pcr1,D2,10_dil,1_9_b
1.5,MAON-wt-dil,A1,MAON-pcr1,E2,1_dil,1_10_b
1.5,MAON-wt-dil,D3,MAON-pcr1,F2,20_dil,2_11_b
1.5,MAON-wt-dil,D3,MAON-pcr1,G2,20_dil,2_12_b
1.5,MAON-wt-dil,D3,MAON-pcr1,H2,20_dil,2_13_b
1.5,MAON-wt-dil,D3,MAON-pcr1,A3,20_dil,2_14_b
1.5,MAON-wt-dil,D3,MAON-pcr1,B3,20_dil,2_15_b
1.5,MAON-wt-dil,D3,MAON-pcr1,C3,20_dil,2_16_b
1.5,MAON-wt-dil,D3,MAON-pcr1,D3,20_dil,2_17_b
1.5,MAON-wt-dil,D3,MAON-pcr1,E3,20_dil,2_18_b
1.5,MAON-wt-dil,D3,MAON-pcr1,F3,20_dil,2_19_b
1.5,MAON-wt-dil,C2,MAON-pcr1,G3,11_dil,2_20_b
1.5,MAON-wt-dil,D4,MAON-pcr1,H3,28_dil,3_21_b
1.5,MAON-wt-dil,D4,MAON-pcr1,A4,28_dil,3_22_b
1.5,MAON-wt-dil,D4,MAON-pcr1,B4,28_dil,3_23_b
1.5,MAON-wt-dil,D4,MAON-pcr1,C4,28_dil,3_24_b
1.5,MAON-wt-dil,D4,MAON-pcr1,D4,28_dil,3_25_b
1.5,MAON-wt-dil,D4,MAON-pcr1,E4,28_dil,3_26_b
1.5,MAON-wt-dil,B2,MAON-pcr1,F4,10_dil,1_1&2_b
1.5,MAON-wt-dil,B2,MAON-pcr1,G4,10_dil,1_1&3_b
1.5,MAON-wt-dil,B2,MAON-pcr1,H4,10_dil,1_1&4_b
1.5,MAON-wt-dil,B2,MAON-pcr1,A5,10_dil,1_1&5_b
1.5,MAON-wt-dil,B2,MAON-pcr1,B5,10_dil,1_1&6_b
1.5,MAON-wt-dil,B2,MAON-pcr1,C5,10_dil,1_1&7_b
1.5,MAON-wt-dil,B2,MAON-pcr1,D5,10_dil,1_1&8_b
1.5,MAON-wt-dil,B2,MAON-pcr1,E5,10_dil,1_1&9_b
1.2,MAON-templ,F5,MAON-pcr1,F5,1_1&10_ib,1_1&10_b
1.5,MAON-wt-dil,B2,MAON-pcr1,G5,10_dil,1_2&3_b
1.5,MAON-wt-dil,B2,MAON-pcr1,H5,10_dil,1_2&4_b
1.5,MAON-wt-dil,B2,MAON-pcr1,A6,10_dil,1_2&5_b
1.5,MAON-wt-dil,B2,MAON-pcr1,B6,10_dil,1_2&6_b
1.5,MAON-wt-dil,B2,MAON-pcr1,C6,10_dil,1_2&7_b
1.5,MAON-wt-dil,B2,MAON-pcr1,D6,10_dil,1_2&8_b
1.5,MAON-wt-dil,B2,MAON-pcr1,E6,10_dil,1_2&9_b
1.5,MAON-wt-dil,A1,MAON-pcr1,F6,1_dil,1_2&10_b
1.5,MAON-wt-dil,B2,MAON-pcr1,G6,10_dil,1_3&4_b
1.5,MAON-wt-dil,B2,MAON-pcr1,H6,10_dil,1_3&5_b
1.5,MAON-wt-dil,B2,MAON-pcr1,A7,10_dil,1_3&6_b
1.5,MAON-wt-dil,B2,MAON-pcr1,B7,10_dil,1_3&7_b
1.5,MAON-wt-dil,B2,MAON-pcr1,C7,10_dil,1_3&8_b
1.5,MAON-wt-dil,B2,MAON-pcr1,D7,10_dil,1_3&9_b
1.5,MAON-wt-dil,A1,MAON-pcr1,E7,1_dil,1_3&10_b
1.5,MAON-wt-dil,B2,MAON-pcr1,F7,10_dil,1_4&5_b
1.5,MAON-wt-dil,B2,MAON-pcr1,G7,10_dil,1_4&6_b
1.5,MAON-wt-dil,B2,MAON-pcr1,H7,10_dil,1_4&7_b
1.5,MAON-wt-dil,B2,MAON-pcr1,A8,10_dil,1_4&8_b
1.5,MAON-wt-dil,B2,MAON-pcr1,B8,10_dil,1_4&9_b
1.5,MAON-wt-dil,A1,MAON-pcr1,C8,1_dil,1_4&10_b
1.5,MAON-wt-dil,B2,MAON-pcr1,D8,10_dil,1_5&6_b
1.5,MAON-wt-dil,B2,MAON-pcr1,E8,10_dil,1_5&7_b
1.5,MAON-wt-dil,B2,MAON-pcr1,F8,10_dil,1_5&8_b
1.5,MAON-wt-dil,B2,MAON-pcr1,G8,10_dil,1_5&9_b
1.5,MAON-wt-dil,A1,MAON-pcr1,H8,1_dil,1_5&10_b
1.5,MAON-wt-dil,B2,MAON-pcr1,A9,10_dil,1_6&7_b
1.5,MAON-wt-dil,B2,MAON-pcr1,B9,10_dil,1_6&8_b
1.5,MAON-wt-dil,B2,MAON-pcr1,C9,10_dil,1_6&9_b
1.5,MAON-wt-dil,A1,MAON-pcr1,D9,1_dil,1_6&10_b
1.5,MAON-wt-dil,B2,MAON-pcr1,E9,10_dil,1_7&8_b
1.5,MAON-wt-dil,B2,MAON-pcr1,F9,10_dil,1_7&9_b
1.5,MAON-wt-dil,A1,MAON-pcr1,G9,1_dil,1_7&10_b
1.5,MAON-wt-dil,B2,MAON-pcr1,H9,10_dil,1_8&9_b
1.5,MAON-wt-dil,A1,MAON-pcr1,A10,1_dil,1_8&10_b
1.5,MAON-wt-dil,A1,MAON-pcr1,B10,1_dil,1_9&10_b
1.5,MAON-wt-dil,D3,MAON-pcr1,C10,20_dil,2_11&12_b
1.5,MAON-wt-dil,D3,MAON-pcr1,D10,20_dil,2_11&13_b
1.5,MAON-wt-dil,D3,MAON-pcr1,E10,20_dil,2_11&14_b
1.5,MAON-wt-dil,D3,MAON-pcr1,F10,20_dil,2_11&15_b
1.5,MAON-wt-dil,D3,MAON-pcr1,G10,20_dil,2_11&16_b
1.5,MAON-wt-dil,D3,MAON-pcr1,H10,20_dil,2_11&17_b
1.5,MAON-wt-dil,D3,MAON-pcr1,A11,20_dil,2_11&18_b
1.5,MAON-wt-dil,D3,MAON-pcr1,B11,20_dil,2_11&19_b
1.2,MAON-templ,C11,MAON-pcr1,C11,2_11&20_ib,2_11&20_b
1.5,MAON-wt-dil,D3,MAON-pcr1,D11,20_dil,2_12&13_b
1.5,MAON-wt-dil,D3,MAON-pcr1,E11,20_dil,2_12&14_b
1.5,MAON-wt-dil,D3,MAON-pcr1,F11,20_dil,2_12&15_b
1.5,MAON-wt-dil,D3,MAON-pcr1,G11,20_dil,2_12&16_b
1.5,MAON-wt-dil,D3,MAON-pcr1,H11,20_dil,2_12&17_b
1.5,MAON-wt-dil,D3,MAON-pcr1,A12,20_dil,2_12&18_b
1.5,MAON-wt-dil,D3,MAON-pcr1,B12,20_dil,2_12&19_b
1.5,MAON-wt-dil,C2,MAON-pcr1,C12,11_dil,2_12&20_b
1.5,MAON-wt-dil,D3,MAON-pcr1,D12,20_dil,2_13&14_b
1.5,MAON-wt-dil,D3,MAON-pcr1,E12,20_dil,2_13&15_b
1.5,MAON-wt-dil,D3,MAON-pcr1,F12,20_dil,2_13&16_b
1.5,MAON-wt-dil,D3,MAON-pcr1,G12,20_dil,2_13&17_b
1.5,MAON-wt-dil,D3,MAON-pcr1,H12,20_dil,2_13&18_b
