Volume,SourcePlateBarcode,SourcePlateWell,DestinationPlateBarcode,DestinationPlateWell,ComponentName,dest_name
10,mut,G2,MAON-mut-pl,D2,12_5,12m
10,mut,G11,MAON-mut-pl,E2,13_1,13m
10,mut,H2,MAON-mut-pl,F2,14_4,14m
10,mut,I2,MAON-mut-pl,G2,15_14,15m
10,mut,I3,MAON-mut-pl,H2,16_1,16m
10,mut,J1,MAON-mut-pl,A3,17_1,17m
10,mut,J3,MAON-mut-pl,B3,18_1,18m
10,mut,K2,MAON-mut-pl,C3,19_1,19m
10,mut,K4,MAON-mut-pl,D3,20_1,20m
10,mut,L2,MAON-mut-pl,E3,21_13,21m
10,mut,L4,MAON-mut-pl,F3,22_1,22m
10,mut,M2,MAON-mut-pl,G3,23_9,23m
10,mut,M7,MAON-mut-pl,H3,24_1,24m
10,mut,N2,MAON-mut-pl,A4,25_6,25m
10,mut,N10,MAON-mut-pl,B4,26_1,26m
10,mut,A2,MAON-mut-pl,A1,1_2,1m
10,mut,B2,MAON-mut-pl,B1,2_11,2m
10,mut,B7,MAON-mut-pl,C1,3_2,3m
10,mut,C3,MAON-mut-pl,D1,4_9,4m
10,mut,C10,MAON-mut-pl,E1,5_2,5m
10,mut,D3,MAON-mut-pl,F1,6_5,6m
10,mut,D12,MAON-mut-pl,G1,7_2,7m
10,mut,E3,MAON-mut-pl,H1,8_7,8m
10,mut,E11,MAON-mut-pl,A2,9_2,9m
10,mut,F3,MAON-mut-pl,B2,10_6,10m
10,mut,F12,MAON-mut-pl,C2,11_2,11m
10,mut,G3,MAON-mut-pl,D2,12_6,12m
10,mut,G12,MAON-mut-pl,E2,13_2,13m
10,mut,H3,MAON-mut-pl,F2,14_5,14m
10,mut,H13,MAON-mut-pl,G2,15_1,15m
10,mut,I4,MAON-mut-pl,H2,16_2,16m
10,mut,J2,MAON-mut-pl,A3,17_11,17m
10,mut,J4,MAON-mut-pl,B3,18_2,18m
10,mut,K2,MAON-mut-pl,C3,19_1,19m
10,mut,K5,MAON-mut-pl,D3,20_2,20m
10,mut,L3,MAON-mut-pl,E3,21_14,21m
10,mut,L5,MAON-mut-pl,F3,22_2,22m
10,mut,M3,MAON-mut-pl,G3,23_1,23m
10,mut,M8,MAON-mut-pl,H3,24_2,24m
10,mut,N3,MAON-mut-pl,A4,25_7,25m
10,mut,N11,MAON-mut-pl,B4,26_2,26m
10,mut,A3,MAON-mut-pl,A1,1_3,1m
10,mut,B3,MAON-mut-pl,B1,2_12,2m
10,mut,B8,MAON-mut-pl,C1,3_3,3m
10,mut,C4,MAON-mut-pl,D1,4_1,4m
10,mut,C11,MAON-mut-pl,E1,5_3,5m
10,mut,D4,MAON-mut-pl,F1,6_6,6m
10,mut,D13,MAON-mut-pl,G1,7_3,7m
10,mut,E4,MAON-mut-pl,H1,8_8,8m
10,mut,E12,MAON-mut-pl,A2,9_3,9m
10,mut,F4,MAON-mut-pl,B2,10_7,10m
10,mut,F13,MAON-mut-pl,C2,11_3,11m
10,mut,G4,MAON-mut-pl,D2,12_7,12m
10,mut,G13,MAON-mut-pl,E2,13_3,13m
10,mut,H4,MAON-mut-pl,F2,14_6,14m
10,mut,H13,MAON-mut-pl,G2,15_1,15m
10,mut,I5,MAON-mut-pl,H2,16_3,16m
10,mut,I17,MAON-mut-pl,A3,17_2,17m
10,mut,J5,MAON-mut-pl,B3,18_3,18m
10,mut,K3,MAON-mut-pl,C3,19_11,19m
10,mut,K6,MAON-mut-pl,D3,20_3,20m
10,mut,K14,MAON-mut-pl,E3,21_1,21m
10,mut,L6,MAON-mut-pl,F3,22_3,22m
10,mut,M3,MAON-mut-pl,G3,23_1,23m
10,mut,M9,MAON-mut-pl,H3,24_3,24m
10,mut,N4,MAON-mut-pl,A4,25_8,25m
10,mut,N12,MAON-mut-pl,B4,26_3,26m
10,mut,A4,MAON-mut-pl,A1,1_4,1m
10,mut,B4,MAON-mut-pl,B1,2_13,2m
10,mut,B9,MAON-mut-pl,C1,3_4,3m
10,mut,C4,MAON-mut-pl,D1,4_1,4m
10,mut,C12,MAON-mut-pl,E1,5_4,5m
10,mut,D5,MAON-mut-pl,F1,6_7,6m
10,mut,D14,MAON-mut-pl,G1,7_4,7m
10,mut,E5,MAON-mut-pl,H1,8_9,8m
10,mut,E13,MAON-mut-pl,A2,9_4,9m
10,mut,F5,MAON-mut-pl,B2,10_8,10m
10,mut,F14,MAON-mut-pl,C2,11_4,11m
10,mut,G5,MAON-mut-pl,D2,12_8,12m
10,mut,G14,MAON-mut-pl,E2,13_4,13m
10,mut,H5,MAON-mut-pl,F2,14_7,14m
10,mut,H14,MAON-mut-pl,G2,15_2,15m
10,mut,I6,MAON-mut-pl,H2,16_4,16m
10,mut,I18,MAON-mut-pl,A3,17_3,17m
10,mut,J6,MAON-mut-pl,B3,18_4,18m
10,mut,J18,MAON-mut-pl,C3,19_2,19m
10,mut,K7,MAON-mut-pl,D3,20_4,20m
10,mut,K14,MAON-mut-pl,E3,21_1,21m
10,mut,L7,MAON-mut-pl,F3,22_4,22m
10,mut,M4,MAON-mut-pl,G3,23_11,23m
10,mut,M10,MAON-mut-pl,H3,24_4,24m
10,mut,N5,MAON-mut-pl,A4,25_9,25m
10,mut,N13,MAON-mut-pl,B4,26_4,26m
10,mut,A5,MAON-mut-pl,A1,1_5,1m
10,mut,B5,MAON-mut-pl,B1,2_14,2m
10,mut,B10,MAON-mut-pl,C1,3_5,3m
10,mut,C5,MAON-mut-pl,D1,4_11,4m
10,mut,C13,MAON-mut-pl,E1,5_5,5m
10,mut,D6,MAON-mut-pl,F1,6_8,6m
10,mut,D15,MAON-mut-pl,G1,7_5,7m
10,mut,E6,MAON-mut-pl,H1,8_1,8m
10,mut,E14,MAON-mut-pl,A2,9_5,9m
10,mut,F6,MAON-mut-pl,B2,10_9,10m
10,mut,F15,MAON-mut-pl,C2,11_5,11m
10,mut,G6,MAON-mut-pl,D2,12_9,12m
10,mut,G15,MAON-mut-pl,E2,13_5,13m
10,mut,H6,MAON-mut-pl,F2,14_8,14m
10,mut,H15,MAON-mut-pl,G2,15_3,15m
10,mut,I7,MAON-mut-pl,H2,16_5,16m
10,mut,I19,MAON-mut-pl,A3,17_4,17m
10,mut,J7,MAON-mut-pl,B3,18_5,18m
10,mut,J19,MAON-mut-pl,C3,19_3,19m
10,mut,K8,MAON-mut-pl,D3,20_5,20m
10,mut,K15,MAON-mut-pl,E3,21_2,21m
10,mut,L8,MAON-mut-pl,F3,22_5,22m
10,mut,M5,MAON-mut-pl,G3,23_12,23m
10,mut,M11,MAON-mut-pl,H3,24_5,24m
10,mut,N6,MAON-mut-pl,A4,25_1,25m
10,mut,N14,MAON-mut-pl,B4,26_5,26m
10,mut,A6,MAON-mut-pl,A1,1_6,1m
10,mut,A17,MAON-mut-pl,B1,2_2,2m
10,mut,B11,MAON-mut-pl,C1,3_6,3m
10,mut,C6,MAON-mut-pl,D1,4_12,4m
10,mut,C14,MAON-mut-pl,E1,5_6,5m
10,mut,D7,MAON-mut-pl,F1,6_9,6m
10,mut,D16,MAON-mut-pl,G1,7_6,7m
10,mut,E6,MAON-mut-pl,H1,8_1,8m
10,mut,E15,MAON-mut-pl,A2,9_6,9m
10,mut,F7,MAON-mut-pl,B2,10_1,10m
10,mut,F16,MAON-mut-pl,C2,11_6,11m
10,mut,G7,MAON-mut-pl,D2,12_1,12m
10,mut,G16,MAON-mut-pl,E2,13_6,13m
10,mut,H7,MAON-mut-pl,F2,14_9,14m
10,mut,H16,MAON-mut-pl,G2,15_4,15m
10,mut,I8,MAON-mut-pl,H2,16_6,16m
10,mut,I20,MAON-mut-pl,A3,17_5,17m
10,mut,J8,MAON-mut-pl,B3,18_6,18m
10,mut,J20,MAON-mut-pl,C3,19_4,19m
10,mut,K9,MAON-mut-pl,D3,20_6,20m
10,mut,K16,MAON-mut-pl,E3,21_3,21m
10,mut,L9,MAON-mut-pl,F3,22_6,22m
10,mut,M6,MAON-mut-pl,G3,23_13,23m
10,mut,M12,MAON-mut-pl,H3,24_6,24m
10,mut,N6,MAON-mut-pl,A4,25_1,25m
10,mut,N15,MAON-mut-pl,B4,26_6,26m
10,mut,A7,MAON-mut-pl,A1,1_7,1m
10,mut,A18,MAON-mut-pl,B1,2_3,2m
10,mut,B12,MAON-mut-pl,C1,3_7,3m
10,mut,C7,MAON-mut-pl,D1,4_13,4m
10,mut,C15,MAON-mut-pl,E1,5_7,5m
10,mut,D8,MAON-mut-pl,F1,6_1,6m
10,mut,D17,MAON-mut-pl,G1,7_7,7m
10,mut,E7,MAON-mut-pl,H1,8_11,8m
10,mut,E16,MAON-mut-pl,A2,9_7,9m
10,mut,F7,MAON-mut-pl,B2,10_1,10m
10,mut,F17,MAON-mut-pl,C2,11_7,11m
10,mut,G7,MAON-mut-pl,D2,12_1,12m
10,mut,G17,MAON-mut-pl,E2,13_7,13m
10,mut,H8,MAON-mut-pl,F2,14_1,14m
10,mut,H17,MAON-mut-pl,G2,15_5,15m
10,mut,I9,MAON-mut-pl,H2,16_7,16m
10,mut,I21,MAON-mut-pl,A3,17_6,17m
10,mut,J9,MAON-mut-pl,B3,18_7,18m
10,mut,J21,MAON-mut-pl,C3,19_5,19m
10,mut,K10,MAON-mut-pl,D3,20_7,20m
10,mut,K17,MAON-mut-pl,E3,21_4,21m
10,mut,L10,MAON-mut-pl,F3,22_7,22m
10,mut,L19,MAON-mut-pl,G3,23_2,23m
10,mut,M13,MAON-mut-pl,H3,24_7,24m
10,mut,N7,MAON-mut-pl,A4,25_11,25m
10,mut,N16,MAON-mut-pl,B4,26_7,26m
10,mut,A8,MAON-mut-pl,A1,1_8,1m
10,mut,A19,MAON-mut-pl,B1,2_4,2m
10,mut,B13,MAON-mut-pl,C1,3_8,3m
10,mut,C8,MAON-mut-pl,D1,4_14,4m
10,mut,C16,MAON-mut-pl,E1,5_8,5m
10,mut,D8,MAON-mut-pl,F1,6_1,6m
10,mut,D18,MAON-mut-pl,G1,7_8,7m
10,mut,E8,MAON-mut-pl,H1,8_12,8m
10,mut,E17,MAON-mut-pl,A2,9_8,9m
10,mut,F8,MAON-mut-pl,B2,10_11,10m
10,mut,F18,MAON-mut-pl,C2,11_8,11m
10,mut,G8,MAON-mut-pl,D2,12_11,12m
10,mut,G18,MAON-mut-pl,E2,13_8,13m
10,mut,H8,MAON-mut-pl,F2,14_1,14m
10,mut,H18,MAON-mut-pl,G2,15_6,15m
10,mut,I10,MAON-mut-pl,H2,16_8,16m
10,mut,I22,MAON-mut-pl,A3,17_7,17m
10,mut,J10,MAON-mut-pl,B3,18_8,18m
10,mut,J22,MAON-mut-pl,C3,19_6,19m
10,mut,K11,MAON-mut-pl,D3,20_8,20m
10,mut,K18,MAON-mut-pl,E3,21_5,21m
10,mut,L11,MAON-mut-pl,F3,22_8,22m
10,mut,L20,MAON-mut-pl,G3,23_3,23m
10,mut,M14,MAON-mut-pl,H3,24_8,24m
10,mut,N8,MAON-mut-pl,A4,25_12,25m
10,mut,N17,MAON-mut-pl,B4,26_8,26m
10,mut,A9,MAON-mut-pl,A1,1_9,1m
10,mut,A20,MAON-mut-pl,B1,2_5,2m
10,mut,B14,MAON-mut-pl,C1,3_9,3m
10,mut,B20,MAON-mut-pl,D1,4_2,4m
10,mut,C17,MAON-mut-pl,E1,5_9,5m
10,mut,D9,MAON-mut-pl,F1,6_11,6m
10,mut,D19,MAON-mut-pl,G1,7_9,7m
10,mut,E9,MAON-mut-pl,H1,8_13,8m
10,mut,E18,MAON-mut-pl,A2,9_9,9m
10,mut,F9,MAON-mut-pl,B2,10_12,10m
10,mut,F19,MAON-mut-pl,C2,11_9,11m
10,mut,G9,MAON-mut-pl,D2,12_12,12m
10,mut,G19,MAON-mut-pl,E2,13_9,13m
10,mut,H9,MAON-mut-pl,F2,14_11,14m
10,mut,H19,MAON-mut-pl,G2,15_7,15m
10,mut,I11,MAON-mut-pl,H2,16_9,16m
10,mut,I23,MAON-mut-pl,A3,17_8,17m
10,mut,J11,MAON-mut-pl,B3,18_9,18m
10,mut,J23,MAON-mut-pl,C3,19_7,19m
10,mut,K12,MAON-mut-pl,D3,20_9,20m
10,mut,K19,MAON-mut-pl,E3,21_6,21m
10,mut,L12,MAON-mut-pl,F3,22_9,22m
10,mut,L21,MAON-mut-pl,G3,23_4,23m
10,mut,M15,MAON-mut-pl,H3,24_9,24m
10,mut,N9,MAON-mut-pl,A4,25_13,25m
10,mut,N18,MAON-mut-pl,B4,26_9,26m
10,mut,A11,MAON-mut-pl,A1,1_11,1m
10,mut,A21,MAON-mut-pl,B1,2_6,2m
10,mut,B16,MAON-mut-pl,C1,3_11,3m
10,mut,B21,MAON-mut-pl,D1,4_3,4m
10,mut,C19,MAON-mut-pl,E1,5_11,5m
10,mut,D10,MAON-mut-pl,F1,6_12,6m
10,mut,D22,MAON-mut-pl,H1,8_2,8m
10,mut,E20,MAON-mut-pl,A2,9_11,9m
10,mut,F10,MAON-mut-pl,B2,10_13,10m
10,mut,F21,MAON-mut-pl,C2,11_11,11m
10,mut,G10,MAON-mut-pl,D2,12_13,12m
10,mut,G21,MAON-mut-pl,E2,13_11,13m
10,mut,H10,MAON-mut-pl,F2,14_12,14m
10,mut,H20,MAON-mut-pl,G2,15_8,15m
10,mut,I13,MAON-mut-pl,H2,16_11,16m
10,mut,I24,MAON-mut-pl,A3,17_9,17m
10,mut,J13,MAON-mut-pl,B3,18_11,18m
10,mut,J24,MAON-mut-pl,C3,19_8,19m
10,mut,K20,MAON-mut-pl,E3,21_7,21m
10,mut,L14,MAON-mut-pl,F3,22_11,22m
10,mut,L22,MAON-mut-pl,G3,23_5,23m
10,mut,M17,MAON-mut-pl,H3,24_11,24m
10,mut,M22,MAON-mut-pl,A4,25_2,25m
10,mut,N20,MAON-mut-pl,B4,26_11,26m
10,mut,A12,MAON-mut-pl,A1,1_12,1m
10,mut,A22,MAON-mut-pl,B1,2_7,2m
10,mut,B17,MAON-mut-pl,C1,3_12,3m
10,mut,B22,MAON-mut-pl,D1,4_4,4m
10,mut,C20,MAON-mut-pl,E1,5_12,5m
10,mut,C24,MAON-mut-pl,F1,6_2,6m
10,mut,D23,MAON-mut-pl,H1,8_3,8m
10,mut,E21,MAON-mut-pl,A2,9_12,9m
10,mut,E23,MAON-mut-pl,B2,10_2,10m
10,mut,F23,MAON-mut-pl,D2,12_2,12m
10,mut,G22,MAON-mut-pl,E2,13_12,13m
10,mut,H11,MAON-mut-pl,F2,14_13,14m
10,mut,H21,MAON-mut-pl,G2,15_9,15m
10,mut,I14,MAON-mut-pl,H2,16_12,16m
10,mut,J14,MAON-mut-pl,B3,18_12,18m
10,mut,K21,MAON-mut-pl,E3,21_8,21m
10,mut,L15,MAON-mut-pl,F3,22_12,22m
10,mut,L23,MAON-mut-pl,G3,23_6,23m
10,mut,M18,MAON-mut-pl,H3,24_12,24m
10,mut,M23,MAON-mut-pl,A4,25_3,25m
10,mut,N21,MAON-mut-pl,B4,26_12,26m
10,mut,A13,MAON-mut-pl,A1,1_13,1m
10,mut,A23,MAON-mut-pl,B1,2_8,2m
10,mut,B18,MAON-mut-pl,C1,3_13,3m
10,mut,B23,MAON-mut-pl,D1,4_5,4m
10,mut,C21,MAON-mut-pl,E1,5_13,5m
10,mut,D24,MAON-mut-pl,H1,8_4,8m
10,mut,E24,MAON-mut-pl,B2,10_3,10m
10,mut,F24,MAON-mut-pl,D2,12_3,12m
10,mut,H12,MAON-mut-pl,F2,14_14,14m
10,mut,H23,MAON-mut-pl,G2,15_11,15m
10,mut,I15,MAON-mut-pl,H2,16_13,16m
10,mut,J15,MAON-mut-pl,B3,18_13,18m
10,mut,K22,MAON-mut-pl,E3,21_9,21m
10,mut,L16,MAON-mut-pl,F3,22_13,22m
10,mut,L24,MAON-mut-pl,G3,23_7,23m
10,mut,M19,MAON-mut-pl,H3,24_13,24m
10,mut,M24,MAON-mut-pl,A4,25_4,25m
10,mut,N22,MAON-mut-pl,B4,26_13,26m
10,mut,A14,MAON-mut-pl,A1,1_14,1m
10,mut,A24,MAON-mut-pl,B1,2_9,2m
10,mut,B24,MAON-mut-pl,D1,4_6,4m
10,mut,C22,MAON-mut-pl,E1,5_14,5m
10,mut,G24,MAON-mut-pl,F2,14_2,14m
10,mut,H24,MAON-mut-pl,G2,15_12,15m
10,mut,J16,MAON-mut-pl,B3,18_14,18m
10,mut,K24,MAON-mut-pl,E3,21_11,21m
10,mut,L17,MAON-mut-pl,F3,22_14,22m
10,mut,M20,MAON-mut-pl,H3,24_14,24m
10,mut,N23,MAON-mut-pl,B4,26_14,26m
10,mut,A15,MAON-mut-pl,A1,1_15,1m
