Volume,SourcePlateBarcode,SourcePlateWell,DestinationPlateBarcode,DestinationPlateWell,ComponentName,dest_name
2.5,MAON-wt-dil,E2,MAON-templ~2,G3,13_dil,2_19&20_ib
2.5,MAON-wt-dil,H3,MAON-templ~2,H3,24_dil,3_21&22_ib
2.5,MAON-wt-dil,H3,MAON-templ~2,A4,24_dil,3_21&23_ib
2.5,MAON-wt-dil,G3,MAON-templ~2,B4,23_dil,3_21&24_ib
2.5,MAON-wt-dil,G3,MAON-templ~2,C4,23_dil,3_21&25_ib
2.5,MAON-wt-dil,G3,MAON-templ~2,D4,23_dil,3_21&26_ib
2.5,MAON-wt-dil,H3,MAON-templ~2,E4,24_dil,3_22&23_ib
2.5,MAON-wt-dil,G3,MAON-templ~2,F4,23_dil,3_22&24_ib
2.5,MAON-wt-dil,G3,MAON-templ~2,G4,23_dil,3_22&25_ib
2.5,MAON-wt-dil,G3,MAON-templ~2,H4,23_dil,3_22&26_ib
2.5,MAON-wt-dil,F3,MAON-templ~2,A5,22_dil,3_23&24_ib
2.5,MAON-wt-dil,F3,MAON-templ~2,B5,22_dil,3_23&25_ib
2.5,MAON-wt-dil,F3,MAON-templ~2,C5,22_dil,3_23&26_ib
2.5,MAON-wt-dil,F3,MAON-templ~2,D5,22_dil,3_24&25_ib
2.5,MAON-wt-dil,F3,MAON-templ~2,E5,22_dil,3_24&26_ib
2.5,MAON-wt-dil,F3,MAON-templ~2,F5,22_dil,3_25&26_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,A1,14_dil,2_13&19_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,B1,15_dil,2_13&20_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,C1,13_dil,2_14&15_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,D1,13_dil,2_14&16_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,E1,13_dil,2_14&17_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,F1,13_dil,2_14&18_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,G1,13_dil,2_14&19_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,H1,15_dil,2_14&20_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,A2,13_dil,2_15&16_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,B2,13_dil,2_15&17_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,C2,13_dil,2_15&18_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,D2,13_dil,2_15&19_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,E2,14_dil,2_15&20_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,F2,13_dil,2_16&17_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,G2,13_dil,2_16&18_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,H2,13_dil,2_16&19_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,A3,14_dil,2_16&20_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,B3,13_dil,2_17&18_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,C3,13_dil,2_17&19_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,D3,14_dil,2_17&20_ib
2.5,MAON-wt-dil,E2,MAON-templ~2,E3,13_dil,2_18&19_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,F3,14_dil,2_18&20_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,G3,14_dil,2_19&20_ib
2.5,MAON-wt-dil,A4,MAON-templ~2,H3,25_dil,3_21&22_ib
2.5,MAON-wt-dil,A4,MAON-templ~2,A4,25_dil,3_21&23_ib
2.5,MAON-wt-dil,A4,MAON-templ~2,B4,25_dil,3_21&24_ib
2.5,MAON-wt-dil,H3,MAON-templ~2,C4,24_dil,3_21&25_ib
2.5,MAON-wt-dil,H3,MAON-templ~2,D4,24_dil,3_21&26_ib
2.5,MAON-wt-dil,A4,MAON-templ~2,E4,25_dil,3_22&23_ib
2.5,MAON-wt-dil,A4,MAON-templ~2,F4,25_dil,3_22&24_ib
2.5,MAON-wt-dil,H3,MAON-templ~2,G4,24_dil,3_22&25_ib
2.5,MAON-wt-dil,H3,MAON-templ~2,H4,24_dil,3_22&26_ib
2.5,MAON-wt-dil,A4,MAON-templ~2,A5,25_dil,3_23&24_ib
2.5,MAON-wt-dil,H3,MAON-templ~2,B5,24_dil,3_23&25_ib
2.5,MAON-wt-dil,H3,MAON-templ~2,C5,24_dil,3_23&26_ib
2.5,MAON-wt-dil,G3,MAON-templ~2,D5,23_dil,3_24&25_ib
2.5,MAON-wt-dil,G3,MAON-templ~2,E5,23_dil,3_24&26_ib
2.5,MAON-wt-dil,G3,MAON-templ~2,F5,23_dil,3_25&26_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,A1,15_dil,2_13&19_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,B1,16_dil,2_13&20_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,C1,16_dil,2_14&15_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,D1,15_dil,2_14&16_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,E1,15_dil,2_14&17_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,F1,15_dil,2_14&18_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,G1,15_dil,2_14&19_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,H1,16_dil,2_14&20_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,A2,14_dil,2_15&16_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,B2,14_dil,2_15&17_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,C2,14_dil,2_15&18_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,D2,14_dil,2_15&19_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,E2,16_dil,2_15&20_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,F2,14_dil,2_16&17_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,G2,14_dil,2_16&18_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,H2,14_dil,2_16&19_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,A3,15_dil,2_16&20_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,B3,14_dil,2_17&18_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,C3,14_dil,2_17&19_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,D3,15_dil,2_17&20_ib
2.5,MAON-wt-dil,F2,MAON-templ~2,E3,14_dil,2_18&19_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,F3,15_dil,2_18&20_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,G3,15_dil,2_19&20_ib
2.5,MAON-wt-dil,B4,MAON-templ~2,H3,26_dil,3_21&22_ib
2.5,MAON-wt-dil,B4,MAON-templ~2,A4,26_dil,3_21&23_ib
2.5,MAON-wt-dil,B4,MAON-templ~2,B4,26_dil,3_21&24_ib
2.5,MAON-wt-dil,B4,MAON-templ~2,C4,26_dil,3_21&25_ib
2.5,MAON-wt-dil,A4,MAON-templ~2,D4,25_dil,3_21&26_ib
2.5,MAON-wt-dil,B4,MAON-templ~2,E4,26_dil,3_22&23_ib
2.5,MAON-wt-dil,B4,MAON-templ~2,F4,26_dil,3_22&24_ib
2.5,MAON-wt-dil,B4,MAON-templ~2,G4,26_dil,3_22&25_ib
2.5,MAON-wt-dil,A4,MAON-templ~2,H4,25_dil,3_22&26_ib
2.5,MAON-wt-dil,B4,MAON-templ~2,A5,26_dil,3_23&24_ib
2.5,MAON-wt-dil,B4,MAON-templ~2,B5,26_dil,3_23&25_ib
2.5,MAON-wt-dil,A4,MAON-templ~2,C5,25_dil,3_23&26_ib
2.5,MAON-wt-dil,B4,MAON-templ~2,D5,26_dil,3_24&25_ib
2.5,MAON-wt-dil,A4,MAON-templ~2,E5,25_dil,3_24&26_ib
2.5,MAON-wt-dil,H3,MAON-templ~2,F5,24_dil,3_25&26_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,A1,16_dil,2_13&19_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,B1,17_dil,2_13&20_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,C1,17_dil,2_14&15_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,D1,17_dil,2_14&16_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,E1,16_dil,2_14&17_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,F1,16_dil,2_14&18_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,G1,16_dil,2_14&19_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,H1,17_dil,2_14&20_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,A2,17_dil,2_15&16_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,B2,16_dil,2_15&17_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,C2,16_dil,2_15&18_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,D2,16_dil,2_15&19_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,E2,17_dil,2_15&20_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,F2,15_dil,2_16&17_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,G2,15_dil,2_16&18_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,H2,15_dil,2_16&19_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,A3,17_dil,2_16&20_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,B3,15_dil,2_17&18_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,C3,15_dil,2_17&19_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,D3,16_dil,2_17&20_ib
2.5,MAON-wt-dil,G2,MAON-templ~2,E3,15_dil,2_18&19_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,F3,16_dil,2_18&20_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,G3,16_dil,2_19&20_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,H3,27_dil,3_21&22_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,A4,27_dil,3_21&23_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,B4,27_dil,3_21&24_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,C4,27_dil,3_21&25_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,D4,27_dil,3_21&26_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,E4,27_dil,3_22&23_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,F4,27_dil,3_22&24_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,G4,27_dil,3_22&25_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,H4,27_dil,3_22&26_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,A5,27_dil,3_23&24_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,B5,27_dil,3_23&25_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,C5,27_dil,3_23&26_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,D5,27_dil,3_24&25_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,E5,27_dil,3_24&26_ib
2.5,MAON-wt-dil,C4,MAON-templ~2,F5,27_dil,3_25&26_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,A1,17_dil,2_13&19_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,B1,18_dil,2_13&20_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,C1,18_dil,2_14&15_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,D1,18_dil,2_14&16_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,E1,18_dil,2_14&17_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,F1,17_dil,2_14&18_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,G1,17_dil,2_14&19_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,H1,18_dil,2_14&20_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,A2,18_dil,2_15&16_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,B2,18_dil,2_15&17_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,C2,17_dil,2_15&18_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,D2,17_dil,2_15&19_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,E2,18_dil,2_15&20_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,F2,18_dil,2_16&17_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,G2,17_dil,2_16&18_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,H2,17_dil,2_16&19_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,A3,18_dil,2_16&20_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,B3,16_dil,2_17&18_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,C3,16_dil,2_17&19_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,D3,18_dil,2_17&20_ib
2.5,MAON-wt-dil,H2,MAON-templ~2,E3,16_dil,2_18&19_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,F3,17_dil,2_18&20_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,G3,17_dil,2_19&20_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,A1,18_dil,2_13&19_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,B1,19_dil,2_13&20_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,C1,19_dil,2_14&15_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,D1,19_dil,2_14&16_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,E1,19_dil,2_14&17_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,F1,19_dil,2_14&18_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,G1,18_dil,2_14&19_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,H1,19_dil,2_14&20_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,A2,19_dil,2_15&16_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,B2,19_dil,2_15&17_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,C2,19_dil,2_15&18_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,D2,18_dil,2_15&19_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,E2,19_dil,2_15&20_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,F2,19_dil,2_16&17_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,G2,19_dil,2_16&18_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,H2,18_dil,2_16&19_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,A3,19_dil,2_16&20_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,B3,19_dil,2_17&18_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,C3,18_dil,2_17&19_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,D3,19_dil,2_17&20_ib
2.5,MAON-wt-dil,A3,MAON-templ~2,E3,17_dil,2_18&19_ib
2.5,MAON-wt-dil,C3,MAON-templ~2,F3,19_dil,2_18&20_ib
2.5,MAON-wt-dil,B3,MAON-templ~2,G3,18_dil,2_19&20_ib
2.5,MAON-wt-dil,B1,MAON-templ,A1,2_dil,1_wt_ib
2.5,MAON-wt-dil,D2,MAON-templ,B1,12_dil,2_wt_ib
2.5,MAON-wt-dil,F3,MAON-templ,C1,22_dil,3_wt_ib
2.5,MAON-wt-dil,B1,MAON-templ,D1,2_dil,1_1_ib
5.0,MAON-mut-pl,B1,MAON-templ,E1,2m,1_2_ib
5.0,MAON-mut-pl,C1,MAON-templ,F1,3m,1_3_ib
5.0,MAON-mut-pl,D1,MAON-templ,G1,4m,1_4_ib
5.0,MAON-mut-pl,E1,MAON-templ,H1,5m,1_5_ib
5.0,MAON-mut-pl,F1,MAON-templ,A2,6m,1_6_ib
5.0,MAON-mut-pl,G1,MAON-templ,B2,7m,1_7_ib
5.0,MAON-mut-pl,H1,MAON-templ,C2,8m,1_8_ib
5.0,MAON-mut-pl,A2,MAON-templ,D2,9m,1_9_ib
2.5,MAON-wt-dil,B1,MAON-templ,E2,2_dil,1_10_ib
2.5,MAON-wt-dil,D2,MAON-templ,F2,12_dil,2_11_ib
5.0,MAON-mut-pl,D2,MAON-templ,G2,12m,2_12_ib
5.0,MAON-mut-pl,E2,MAON-templ,H2,13m,2_13_ib
5.0,MAON-mut-pl,F2,MAON-templ,A3,14m,2_14_ib
5.0,MAON-mut-pl,G2,MAON-templ,B3,15m,2_15_ib
5.0,MAON-mut-pl,H2,MAON-templ,C3,16m,2_16_ib
5.0,MAON-mut-pl,A3,MAON-templ,D3,17m,2_17_ib
5.0,MAON-mut-pl,B3,MAON-templ,E3,18m,2_18_ib
5.0,MAON-mut-pl,C3,MAON-templ,F3,19m,2_19_ib
2.5,MAON-wt-dil,D2,MAON-templ,G3,12_dil,2_20_ib
2.5,MAON-wt-dil,F3,MAON-templ,H3,22_dil,3_21_ib
5.0,MAON-mut-pl,F3,MAON-templ,A4,22m,3_22_ib
5.0,MAON-mut-pl,G3,MAON-templ,B4,23m,3_23_ib
5.0,MAON-mut-pl,H3,MAON-templ,C4,24m,3_24_ib
5.0,MAON-mut-pl,A4,MAON-templ,D4,25m,3_25_ib
5.0,MAON-mut-pl,B4,MAON-templ,E4,26m,3_26_ib
5.0,MAON-mut-pl,B1,MAON-templ,F4,2m,1_1&2_ib
5.0,MAON-mut-pl,C1,MAON-templ,G4,3m,1_1&3_ib
5.0,MAON-mut-pl,D1,MAON-templ,H4,4m,1_1&4_ib
5.0,MAON-mut-pl,E1,MAON-templ,A5,5m,1_1&5_ib
5.0,MAON-mut-pl,F1,MAON-templ,B5,6m,1_1&6_ib
5.0,MAON-mut-pl,G1,MAON-templ,C5,7m,1_1&7_ib
5.0,MAON-mut-pl,H1,MAON-templ,D5,8m,1_1&8_ib
5.0,MAON-mut-pl,A2,MAON-templ,E5,9m,1_1&9_ib
2.5,MAON-wt-dil,B1,MAON-templ,F5,2_dil,1_1&10_ib
5.0,MAON-mut-pl,B1,MAON-templ,G5,2m,1_2&3_ib
5.0,MAON-mut-pl,B1,MAON-templ,H5,2m,1_2&4_ib
5.0,MAON-mut-pl,B1,MAON-templ,A6,2m,1_2&5_ib
5.0,MAON-mut-pl,B1,MAON-templ,B6,2m,1_2&6_ib
5.0,MAON-mut-pl,B1,MAON-templ,C6,2m,1_2&7_ib
5.0,MAON-mut-pl,B1,MAON-templ,D6,2m,1_2&8_ib
5.0,MAON-mut-pl,B1,MAON-templ,E6,2m,1_2&9_ib
5.0,MAON-mut-pl,B1,MAON-templ,F6,2m,1_2&10_ib
5.0,MAON-mut-pl,C1,MAON-templ,G6,3m,1_3&4_ib
5.0,MAON-mut-pl,C1,MAON-templ,H6,3m,1_3&5_ib
5.0,MAON-mut-pl,C1,MAON-templ,A7,3m,1_3&6_ib
5.0,MAON-mut-pl,C1,MAON-templ,B7,3m,1_3&7_ib
5.0,MAON-mut-pl,C1,MAON-templ,C7,3m,1_3&8_ib
5.0,MAON-mut-pl,C1,MAON-templ,D7,3m,1_3&9_ib
5.0,MAON-mut-pl,C1,MAON-templ,E7,3m,1_3&10_ib
5.0,MAON-mut-pl,D1,MAON-templ,F7,4m,1_4&5_ib
5.0,MAON-mut-pl,D1,MAON-templ,G7,4m,1_4&6_ib
5.0,MAON-mut-pl,D1,MAON-templ,H7,4m,1_4&7_ib
5.0,MAON-mut-pl,D1,MAON-templ,A8,4m,1_4&8_ib
5.0,MAON-mut-pl,D1,MAON-templ,B8,4m,1_4&9_ib
