Volume,SourcePlateBarcode,SourcePlateWell,DestinationPlateBarcode,DestinationPlateWell,ComponentName,dest_name
6.0,MAON-pcr1~2,F4,MAON-mut-bk,F1,3_22&24_b,3_2_p
9.0,MAON-pcr1,C2,MAON-mut-bk,A1,1_8_b,1_1_p
9.0,MAON-pcr1,E3,MAON-mut-bk,B1,2_18_b,2_1_p
2.0,MAON-pcr1,E5,MAON-mut-bk,D1,1_1&9_b,1_2_p
2.0,MAON-pcr1,B11,MAON-mut-bk,E1,2_11&19_b,2_2_p
6.0,MAON-pcr1~2,G4,MAON-mut-bk,F1,3_22&25_b,3_2_p
9.0,MAON-pcr1,D2,MAON-mut-bk,A1,1_9_b,1_1_p
9.0,MAON-pcr1,F3,MAON-mut-bk,B1,2_19_b,2_1_p
2.0,MAON-pcr1,F5,MAON-mut-bk,D1,1_1&10_b,1_2_p
2.0,MAON-pcr1,C11,MAON-mut-bk,E1,2_11&20_b,2_2_p
6.0,MAON-pcr1~2,H4,MAON-mut-bk,F1,3_22&26_b,3_2_p
9.0,MAON-pcr1,E2,MAON-mut-bk,A1,1_10_b,1_1_p
9.0,MAON-pcr1,G3,MAON-mut-bk,B1,2_20_b,2_1_p
2.0,MAON-pcr1,G5,MAON-mut-bk,D1,1_2&3_b,1_2_p
2.0,MAON-pcr1,D11,MAON-mut-bk,E1,2_12&13_b,2_2_p
6.0,MAON-pcr1~2,A5,MAON-mut-bk,F1,3_23&24_b,3_2_p
2.0,MAON-pcr1,H5,MAON-mut-bk,D1,1_2&4_b,1_2_p
2.0,MAON-pcr1,E11,MAON-mut-bk,E1,2_12&14_b,2_2_p
6.0,MAON-pcr1~2,B5,MAON-mut-bk,F1,3_23&25_b,3_2_p
2.0,MAON-pcr1,A6,MAON-mut-bk,D1,1_2&5_b,1_2_p
2.0,MAON-pcr1,F11,MAON-mut-bk,E1,2_12&15_b,2_2_p
6.0,MAON-pcr1~2,C5,MAON-mut-bk,F1,3_23&26_b,3_2_p
2.0,MAON-pcr1,B6,MAON-mut-bk,D1,1_2&6_b,1_2_p
2.0,MAON-pcr1,G11,MAON-mut-bk,E1,2_12&16_b,2_2_p
6.0,MAON-pcr1~2,D5,MAON-mut-bk,F1,3_24&25_b,3_2_p
2.0,MAON-pcr1,C6,MAON-mut-bk,D1,1_2&7_b,1_2_p
2.0,MAON-pcr1,H11,MAON-mut-bk,E1,2_12&17_b,2_2_p
6.0,MAON-pcr1~2,E5,MAON-mut-bk,F1,3_24&26_b,3_2_p
2.0,MAON-pcr1,D6,MAON-mut-bk,D1,1_2&8_b,1_2_p
2.0,MAON-pcr1,A12,MAON-mut-bk,E1,2_12&18_b,2_2_p
6.0,MAON-pcr1~2,F5,MAON-mut-bk,F1,3_25&26_b,3_2_p
2.0,MAON-pcr1,E6,MAON-mut-bk,D1,1_2&9_b,1_2_p
2.0,MAON-pcr1,B12,MAON-mut-bk,E1,2_12&19_b,2_2_p
2.0,MAON-pcr1,F6,MAON-mut-bk,D1,1_2&10_b,1_2_p
2.0,MAON-pcr1,C12,MAON-mut-bk,E1,2_12&20_b,2_2_p
2.0,MAON-pcr1,G6,MAON-mut-bk,D1,1_3&4_b,1_2_p
2.0,MAON-pcr1,D12,MAON-mut-bk,E1,2_13&14_b,2_2_p
2.0,MAON-pcr1,H6,MAON-mut-bk,D1,1_3&5_b,1_2_p
2.0,MAON-pcr1,E12,MAON-mut-bk,E1,2_13&15_b,2_2_p
2.0,MAON-pcr1,A7,MAON-mut-bk,D1,1_3&6_b,1_2_p
2.0,MAON-pcr1,F12,MAON-mut-bk,E1,2_13&16_b,2_2_p
2.0,MAON-pcr1,B7,MAON-mut-bk,D1,1_3&7_b,1_2_p
2.0,MAON-pcr1,G12,MAON-mut-bk,E1,2_13&17_b,2_2_p
2.0,MAON-pcr1,C7,MAON-mut-bk,D1,1_3&8_b,1_2_p
2.0,MAON-pcr1,H12,MAON-mut-bk,E1,2_13&18_b,2_2_p
2.0,MAON-pcr1,D7,MAON-mut-bk,D1,1_3&9_b,1_2_p
2.0,MAON-pcr1~2,A1,MAON-mut-bk,E1,2_13&19_b,2_2_p
2.0,MAON-pcr1,E7,MAON-mut-bk,D1,1_3&10_b,1_2_p
2.0,MAON-pcr1~2,B1,MAON-mut-bk,E1,2_13&20_b,2_2_p
2.0,MAON-pcr1,F7,MAON-mut-bk,D1,1_4&5_b,1_2_p
2.0,MAON-pcr1~2,C1,MAON-mut-bk,E1,2_14&15_b,2_2_p
2.0,MAON-pcr1,G7,MAON-mut-bk,D1,1_4&6_b,1_2_p
2.0,MAON-pcr1~2,D1,MAON-mut-bk,E1,2_14&16_b,2_2_p
2.0,MAON-pcr1,H7,MAON-mut-bk,D1,1_4&7_b,1_2_p
2.0,MAON-pcr1~2,E1,MAON-mut-bk,E1,2_14&17_b,2_2_p
2.0,MAON-pcr1,A8,MAON-mut-bk,D1,1_4&8_b,1_2_p
2.0,MAON-pcr1~2,F1,MAON-mut-bk,E1,2_14&18_b,2_2_p
2.0,MAON-pcr1,B8,MAON-mut-bk,D1,1_4&9_b,1_2_p
2.0,MAON-pcr1~2,G1,MAON-mut-bk,E1,2_14&19_b,2_2_p
2.0,MAON-pcr1,C8,MAON-mut-bk,D1,1_4&10_b,1_2_p
2.0,MAON-pcr1~2,H1,MAON-mut-bk,E1,2_14&20_b,2_2_p
2.0,MAON-pcr1,D8,MAON-mut-bk,D1,1_5&6_b,1_2_p
2.0,MAON-pcr1~2,A2,MAON-mut-bk,E1,2_15&16_b,2_2_p
2.0,MAON-pcr1,E8,MAON-mut-bk,D1,1_5&7_b,1_2_p
2.0,MAON-pcr1~2,B2,MAON-mut-bk,E1,2_15&17_b,2_2_p
2.0,MAON-pcr1,F8,MAON-mut-bk,D1,1_5&8_b,1_2_p
2.0,MAON-pcr1~2,C2,MAON-mut-bk,E1,2_15&18_b,2_2_p
2.0,MAON-pcr1,G8,MAON-mut-bk,D1,1_5&9_b,1_2_p
2.0,MAON-pcr1~2,D2,MAON-mut-bk,E1,2_15&19_b,2_2_p
2.0,MAON-pcr1,H8,MAON-mut-bk,D1,1_5&10_b,1_2_p
2.0,MAON-pcr1~2,E2,MAON-mut-bk,E1,2_15&20_b,2_2_p
2.0,MAON-pcr1,A9,MAON-mut-bk,D1,1_6&7_b,1_2_p
2.0,MAON-pcr1~2,F2,MAON-mut-bk,E1,2_16&17_b,2_2_p
2.0,MAON-pcr1,B9,MAON-mut-bk,D1,1_6&8_b,1_2_p
2.0,MAON-pcr1~2,G2,MAON-mut-bk,E1,2_16&18_b,2_2_p
2.0,MAON-pcr1,C9,MAON-mut-bk,D1,1_6&9_b,1_2_p
2.0,MAON-pcr1~2,H2,MAON-mut-bk,E1,2_16&19_b,2_2_p
2.0,MAON-pcr1,D9,MAON-mut-bk,D1,1_6&10_b,1_2_p
2.0,MAON-pcr1~2,A3,MAON-mut-bk,E1,2_16&20_b,2_2_p
2.0,MAON-pcr1,E9,MAON-mut-bk,D1,1_7&8_b,1_2_p
2.0,MAON-pcr1~2,B3,MAON-mut-bk,E1,2_17&18_b,2_2_p
2.0,MAON-pcr1,F9,MAON-mut-bk,D1,1_7&9_b,1_2_p
2.0,MAON-pcr1~2,C3,MAON-mut-bk,E1,2_17&19_b,2_2_p
2.0,MAON-pcr1,G9,MAON-mut-bk,D1,1_7&10_b,1_2_p
2.0,MAON-pcr1~2,D3,MAON-mut-bk,E1,2_17&20_b,2_2_p
2.0,MAON-pcr1,H9,MAON-mut-bk,D1,1_8&9_b,1_2_p
2.0,MAON-pcr1~2,E3,MAON-mut-bk,E1,2_18&19_b,2_2_p
2.0,MAON-pcr1,A10,MAON-mut-bk,D1,1_8&10_b,1_2_p
2.0,MAON-pcr1~2,F3,MAON-mut-bk,E1,2_18&20_b,2_2_p
2.0,MAON-pcr1,B10,MAON-mut-bk,D1,1_9&10_b,1_2_p
2.0,MAON-pcr1~2,G3,MAON-mut-bk,E1,2_19&20_b,2_2_p
